id,province,year,Total Import and Export Value (in ten thousand US dollars),100 US dollars converted to Chinese Yuan,Total Import and Export Value (in ten thousand yuan,GDP,Foreign Direct Investment (in ten thousand US dollars),Number of Green Invention Patent Applications (pieces),Number of Green Utility Model Patent Applications (pieces),Number of Green Patent Applications (pieces),Number of Green Invention Patent Grants (pieces),Number of Green Utility Model Patent Grants (pieces),Number of Green Patent Grants (pieces),Number of Invention Patents Granted,"General Budget Expenditure/10,000 RMB","Education Expenditure/10,000 RMB","Science and Technology Expenditure/10,000 RMB","Total Number of Employed Persons (10,000 persons)",Value Added of the Tertiary Industry (100 million yuan),Consumption Tax (100 million yuan),Resource Tax (100 million yuan),Urban Maintenance and Construction Tax (100 million yuan),Urban Land Use Tax (100 million yuan),Vehicle and Vessel Usage Tax and License Tax (100 million yuan),Vehicle Purchase Tax (100 million yuan),Farmland Occupation Tax (100 million yuan),Pollution Discharge Fee/Environmental Protection Tax (100 million yuan),Tax revenue (in 100 million yuan),Total tax revenue considering pollution discharge fee (in 100 million yuan),Per capita GDP (in yuan),Comprehensive innovation level(TCC),Industrial sulfur dioxide emissions (in tons),Industrial wastewater discharge volume (in ten thousand tons),Industrial smoke and dust emissions (in ten thousand tons) (including PM2.5 emissions),Fixed asset investment (in 100 million yuan),Total energy consumption (in ten thousand tons of standard coal),Urban unit end-of-year employment (in ten thousand people)
10,Jiangsu,2009,33873970,683.1,231393089.07,34457.3,2532298,3194,2972,6166,611,2064,2675,87286.0,40173640,6806288,1170161,4726.5,13629.07,303.5287,8.2216,134.6615,96.3991,12.9725,87.6067,42.6602,19.76103025,5844.6066,5864.36763025,44272,55.63,1011824,256160,46.5,18949.8698,23709,721.3447
10,Jiangsu,2010,46579896,676.95,315322605.972,41425.48,2849777,4597,4254,8851,771,3515,4286,138382.0,49140598,8653615,1503531,4724.7,17131.45,371.7805,10.0586,164.8118,104.5653,15.821,150.1043,58.9821,19.879071,7234.2492,7254.128271,53525,52.27,1002000,263760,45,23184.2802,25774,763.8
10,Jiangsu,2011,53958089,645.88,348504505.2332,49110.27,3213173,6861,5594,12455,1312,5227,6539,199814.0,62217200,10932200,2134000,4749.2,20842.21,443.2826,12.48,270.82,125.73,20.17,177.6985,54.33,20.07319,9002.9262,9022.99939,61463.89,55.49,1025013,246298,48.6389,26692.6205,27589,811.2753
10,Jiangsu,2012,54796149,631.25,345900690.5625,54058.22,3575956,9390,7733,17123,2086,5592,7678,269944.0,70276665,13506067,2572375,4770.5,23517.98,463.6643,21.93,309.93,149.25,27.34,188.4173,57.96,19.0582,10168.482,10187.5402,66532.76,53.84,959210,236094,39.5978,30854.2387,28850,830.9369
10,Jiangsu,2013,55080227,619.32,341122861.8564,59753.37,3325922,11620,7620,19240,2602,9352,11954,239645.0,77984737,14349863,3025912,4791.9,26421.64,518.0203,23.39,339.53,163.44,32.25,212.0317,42.91,19.9967,10996.804,11016.8007,72767.79,57.58,909478,220559,45.5568,36373.323,29205,1503.25
10,Jiangsu,2014,56355308,614.28,346179385.9824,65088.32,2817416,13590,9247,22837,2634,8975,11609,200032.0,84724466,15048551,3271007,4812.8,30599.49,590.7397,25.33,376.15,176.06,36.91,248.1577,34.74,18.4006,12068.234,12086.6346,78711.24,58.86,870175,204890,72.0479,41938.6207,29863,1602.4
10,Jiangsu,2015,54556045,622.84,339796870.678,70116.38,2427469,15456,12593,28049,3596,11046,14642,250290.0,96875800,17462200,3719600,4832.5,34085.88,699.6217,26.48,421.46,180.06,41.74,245.6443,31.76,17.094,13031.31,13048.404,85871.21,58.01,794656,206427,61.2212,46246.8715,30374,1552.078
10,Jiangsu,2016,50929641,664.23,338289954.4143,77388.28,2454296,20658,16193,36851,4925,12865,17790,231033.0,99819600,18429400,3810200,4850.2,38691.6,733.7797,17.56,433.98,185.12,47.11,240.0081,26.63,22.338,13275.77,13298.108,92657.94,57.2,564845,179400,42.97,49663.2075,31210,1497.304
10,Jiangsu,2017,59077814,675.18,398881584.5652,85869.76,2513541,26896,21331,48227,5213,14306,19519,227187.0,106210275,19795671,4280090,4872.8,43169.73,719.3652,14,431.82,202.72,52.24,281.4241,53,24.8151,14047.427,14072.2421,102201.57,53.3,369622,151900,33.85,53277.0296,31602,1484.5975
10,Jiangsu,2018,66391374,661.74,439338278.3076,92595.4,2559248,29172,27202,56374,5741,22577,28318,306996.0,116573521,20555620,5073064,4886.9,47205.16,731.3034,13.95,478.54,199.22,55.55,285.5966,54.17,21.5221,15455.169,15476.6911,110507.5,51.73,304170,143600,28.97,56277.3563,31635,1472.5902
10,Jiangsu,2019,62951593,689.85,434271564.3105,99631.52,2612425,25951,40217,66168,5709,25466,31175,314395.0,125735537,22138362,5720375,4903.2,51064.73,885.6448,7.13,474.36,180.44,57.26,291.8125,72.53,35.8893,15422.701,15458.5903,116650.1,49.58,274378,170331.75,35.2633,56436.6634,32526,1332.3
10,Jiangsu,2020,64283184,689.76,443399689.9584,102718.98,2838387,18650,10019,28669,7016,45792,52808,499167.0,136815500,24065300,5843900,4893,53955.83,1039.9862,6.23,458.78,172.08,60.92,298.0284,61.9,35.24,15390.232,15425.472,121333,49.59,108322,163397.5,41.5567,56268.6698,32672.49,1192.009
10,Jiangsu,2021,80687322.8,645.15,520554263.0442,116364.2,2885000,12702,10148,22850,6913,39234,46147,640917.0,145852600,25634100,6715900,4862.9,59866.39,911.0431,9.06,510.9181,170.28,64.33,311.8003,41.18,36.79,17207.9476,17244.7376,138255,51.63,8860,159382,38.491,55010.5439,34679.94,1158.9
11,Zhejiang,2004,8520488,827.68,70522375.0784,11648.7,668128,248,459,707,76,314,390,15249.0,10629355,2000797,91501,2992,4382,49.5572,1.4006,51.7544,2.3574,2.1421,0,21.3678,6.9783,1410.3272,1417.3055,23476,41.19,789000,165274,54.1,5781.3501,10825,456.6
11,Zhejiang,2005,10738966,819.17,87970387.7822,13417.68,772271,599,709,1308,104,409,513,19056.0,12655345,2315489,105657,3100.8,5378.87,54.0476,3.3668,61.6358,6.6906,2.1535,42.3884,12.2793,9.28805,1690.2284,1699.51645,26277,45.29,831000,192426,43,6520.07,12032,531.1
11,Zhejiang,2006,13914161,797.18,110920908.6598,15718.47,888935,653,908,1561,146,663,809,30968.0,14718593,2690418,128065,3172.4,6307.85,60.2642,4.6468,77.0924,10.5653,3.0605,55.9329,12.1797,10.65842,2090.3414,2100.99982,30415,39.92,829000,199593,41.5,7590.2197,13219,610.8441
11,Zhejiang,2007,17684737,760.4,134474740.148,18753.73,1036576,849,1152,2001,217,990,1207,42069.0,18067928,3838886,715442,3220.3,7645.96,66.0085,6.1092,98.3666,18.9053,3.662,70.1801,15.2882,10.36468,2634.7297,2645.09438,36454,42.14,775000,201211,37.5,8420.4293,14524,666.7
11,Zhejiang,2008,21113373,694.51,146634486.8223,21462.69,1007294,1107,1920,3027,343,1431,1774,52953.0,22085756,4539902,867928,3252.4,8811.17,73.2058,6.7501,110.4714,57.8304,9.7132,71.1882,20.5723,10.10867,3123.3697,3133.47837,41061,41.09,715909,200488,33.6,9322.9994,15107,741.2
11,Zhejiang,2009,18773086,683.1,128238950.466,22990.35,993974,1482,2959,4441,545,1967,2512,79945.0,26533486,5193303,993037,3288.3,9918.78,104.4373,6.675,114.1346,72.1471,11.1109,90.3006,27.3851,9.47087075,3272.3661,3281.83697075,43543,44.61,677003,203442,34.8,10742.319,15567,813.9311
11,Zhejiang,2010,25353466,676.95,171630288.087,27722.31,1100175,1764,3737,5501,589,3492,4081,114643.0,32078830,6065431,1214005,3352,12063.82,133.1729,6.3554,143.0569,67.5433,16.1983,136.2888,44.0533,9.604683,3943.1713,3952.775983,51110,41.23,654000,217426,30.4,12376.0403,16865,883.6
11,Zhejiang,2011,30937777,645.88,199820914.0876,32318.85,1166601,2240,4647,6887,969,4520,5489,130190.0,38425900,7514200,1439000,3385,14180.23,172.3396,8.5,200.07,85.5,19.13,162.6135,51.38,9.54393,4758.1935,4767.73743,57828,42.83,647048,182240,30.2752,14185.2808,17827,995.6677
11,Zhejiang,2012,31240136,631.25,197203358.5,34665.33,1306926,3244,6583,9827,1310,5034,6344,188463.0,41618779,8778625,1659792,3407,15681.13,198.4574,8.41,218.09,105.4,28.49,167.1608,64.73,8.6262,5402.0798,5410.706,61097,38.48,610882,175416,23.3228,17649.3612,18076,1070.1227
11,Zhejiang,2013,33578871,619.32,207960663.8772,37756.58,1415898,4004,6564,10568,1429,8097,9526,202350.0,47304659,9500650,1918660,3436,17337.22,185.4942,9.23,232.58,102.45,33.86,180.2893,58.7,7.4605,5758.0813,5765.5418,65105,42.4,579104,163674,29.6586,20782.1089,18640,1071.6126
11,Zhejiang,2014,35503977,614.28,218093829.9156,40173.03,1579725,4825,7262,12087,1572,7179,8751,188544.0,51595680,10309852,2079910,3459,19220.79,209.3259,9.3,246.11,121.04,38.46,184.6376,63.24,9.4477,6158.4378,6167.8855,68569,41.46,560083,149380,35.8776,24262.7705,18826,1102.7
11,Zhejiang,2015,34678383,622.84,215990840.6772,42886.49,1696024,6534,11313,17847,2004,9727,11731,234983.0,66459800,12649300,2507900,3505,21341.91,257.1307,11.53,274.92,132.86,42.96,179.1831,62.51,8.2643,6478.8002,6487.0645,73276,42.95,523973,147353,31.1123,27323.3272,19610,1083.4078
11,Zhejiang,2016,33657591,664.23,223563816.6993,47251.36,1757748,10501,12956,23457,2872,11092,13964,221456.0,69742600,13000300,2690400,3552,24091.57,286.9356,11.76,300.65,134.13,46.71,157.5064,82.65,9.3095,6976.448,6985.7575,78384,37.94,123811,129913,16.3,30276.0715,20276,1060.9457
11,Zhejiang,2017,37790747,675.18,255155565.5946,51768.26,1790210,13673,16676,30349,2998,10734,13732,213805.0,75303171,14301531,3034961,3613,27602.26,246.6386,12.58,329.09,116.29,51.59,191.2267,64.97,8.0909,7833.4369,7841.5278,85612,37.66,105135,122917,12.9,31696.029,21030,1054.5037
11,Zhejiang,2018,43236010,661.74,286109972.574,56197.15,1863874,18307,16985,35292,3641,16820,20461,284621.0,86295256,15724730,3796567,3691,30724.26,316.4016,12.83,370.55,127.65,55.02,178.1081,45.63,2.6376,8896.725,8899.3626,93230,38.88,81952,119936,10.5,33946.4471,21675,1013.5324
11,Zhejiang,2019,44722451,689.85,308517828.2235,62351.74,1355920,16263,19589,35852,4027,15181,19208,285342.0,100530335,17646898,5160608,3771,33687.76,299.6937,12.1,363.26,92.44,59.38,228.1068,121.85,3.5102,9244.5503,9248.0605,98770,38.8,73227,133899.8,13.2333,34700.983,22393,987.3
11,Zhejiang,2020,48854281,689.76,336977288.6256,64613.34,1578475,14776,5480,20256,6815,22632,29447,391700.0,100820100,18810900,4721300,3857,36031.16,282.9858,12.84,356.74,110.54,60.22,278.1055,93.32,3.35,9592.3756,9595.7256,100738,40.32,49495,127445.3333,15.9667,35345.8804,24654.693,961.06
11,Zhejiang,2021,64109233.6,645.15,413600720.5704,73516,1857664.3,8620,5291,13911,5043,18032,23075,465468.0,110168700,20399800,5785800,3930,40118.1011,509.7649,14.01,318.6747,99.52,65.07,229.9406,72.93,3.19,11299.9353,11303.1253,113839,44.37,45879,125090,13.5391,36706.208,26627.068,958.13
12,Anhui,2004,721155.5,827.68,5968859.8424,4759.32,54669,48,73,121,14,80,94,1607.0,6015280,1055638,22153,3453.2,1710.44,53.3733,3.428,16.0472,3.3181,0.9099,0,6.2454,2.184,429.9365,432.1205,8279,25.1,439000,64054,68.1,1935.25,6017,341.4
12,Anhui,2005,911938.8,819.17,7470329.06796,5350.17,68845,106,110,216,19,91,110,1939.0,7130633,1174312,25687,3484.6668,2187.46,61.1627,4.5691,20.486,4.3533,1.0874,11.127,4.1695,2.76988,541.2556,544.02548,9193,26.97,515000,63487,71.5,2525.1102,6506,335.3
12,Anhui,2006,1224514,797.18,9761580.7052,6112.5,139354,137,173,310,23,96,119,2235.0,9402329,1520858,33438,3741,2471.94,66.8817,6.0493,23.4844,5.6021,1.5629,14.665,8.166,3.21753,664.95,668.16753,10630,25.02,519000,70119,66.2,3533.5601,7069,338.2782
12,Anhui,2007,1593229,760.4,12114913.316,7360.92,299892,177,181,358,49,193,242,3413.0,12438342,2129665,159551,3597.6195,2874.88,77.3485,7.4296,30.371,7.3173,1.9689,19.9846,6.4702,4.21545,846.6551,850.87055,12989,27.85,517000,73556,56.2,5087.5298,7739,343.2
12,Anhui,2008,2018385,694.51,14017885.6635,8851.66,348987.7,257,283,540,55,204,259,4346.0,16471253,2862557,237788,3594.5939,3318.74,85.1078,9.8453,38.0843,22.0315,3.4164,22.561,13.213,4.29892,1064.5018,1068.80072,15535,28.51,502633,67007,56.4,6746.9598,8325,343.7
12,Anhui,2009,1567773,683.1,10709457.363,10062.82,388415.5,493,573,1066,94,310,404,8594.0,21419217,3237914,364693,3689.7458,3662.15,129.5462,11.5561,41.5668,28.3636,4.8196,28.1971,27.3153,4.9678735,1244.5043,1249.4721735,17715,31.92,486864,73441,51.5,8990.7298,8896,359.8568
12,Anhui,2010,2427337,676.95,16431857.8215,12359.33,501446,597,1073,1670,133,722,855,16012.0,25876135,3863071,579817,4050,4193.68,170.1614,12.6488,54.3983,32.5215,5.9462,45.5685,45.5748,5.170014,1654.9187,1660.088714,21923,28.56,484000,70971,47.1,11542.9394,9707,372.9
12,Anhui,2011,3130925,645.88,20222018.39,15300.65,662887,920,1468,2388,234,1336,1570,32681.0,33029900,5647100,770300,4120.9,4975.95,203.5361,14.52,74.65,42.85,7.41,55.0147,41.99,4.71466,2142.4473,2147.16196,27303,27.8,487228,70720,41.059,12455.6896,10570,411.5517
12,Anhui,2012,3928454,631.25,24798365.875,17212.0506,863811,1457,2193,3650,357,1611,1968,43321.0,39610080,7179357,959996,4206.8,5628.48,222.3685,17.92,79.71,66.75,9.14,63.4067,50.61,5.6879,2510.9382,2516.6261,30697,30.08,469776,67175,35.1639,15425.8302,11358,436.8291
12,Anhui,2013,4551897,619.32,28190808.5004,19229.3371,1068772,1984,2329,4313,496,2616,3112,48849.0,43496871,7365882,1096698,4275.9,6286.82,233.3835,19.74,88.13,71.22,10.7,80.4042,38.98,5.4315,2777.332,2782.7635,34404,29.75,450223,70972,35.1757,18621.8999,11696,519.6698
12,Anhui,2014,4917730,614.28,30208631.844,20848.7476,1233978,3334,2768,6102,536,2781,3317,48380.0,46640973,7430675,1295878,4311,7378.68,278.0062,20.82,98,100.38,12.83,89.4147,35.76,5.6721,3089.6049,3095.277,37580,30.47,440642,69580,58.5283,21875.5786,12011,521.7
12,Anhui,2015,4784453,622.84,29799487.0652,22005.63,1361945,5448,3991,9439,769,3473,4242,59039.0,52390100,8567300,1479400,4342.1,8602.11,311.2047,20.6,106.05,133.05,14.85,94.6204,45.12,5.301,3295.2254,3300.5264,39692,29.86,420033,71436,47.7963,24385.9679,12301,513.7935
12,Anhui,2016,4441286,664.23,29500353.9978,24407.62,1476712,10007,4614,14621,1406,3991,5397,60983.0,55229500,9108700,2595000,4361.6,10018.32,307.6301,17.82,113.39,141.87,16.83,100.1305,68.38,5.6198,3481.0867,3486.7065,43686,30.02,255128,49625,26.46,27033.3776,12663,517.0531
12,Anhui,2017,5402163,675.18,36474324.1434,27018,1589351,12269,5799,18068,1427,3879,5306,58213.0,62038110,10149069,2604129,4377.9,11597.45,325.9129,21.45,121.21,143.62,20.77,129.0359,52.12,6.3507,3928.709,3935.0597,49092,28.36,182149,43010,22.21,29275.0633,13019,516.2103
12,Anhui,2018,6284032,661.74,41583953.3568,30006.82,1700160,14883,6226,21109,1727,5851,7578,79747.0,65721484,11132594,2948145,4385.3,13526.72,342.9587,22.47,140.25,122.52,23.98,145.2298,52.99,2.9551,4396.2287,4399.1838,56063,28.72,155618,46317.5,19.31,32729.5193,13295,592.3299
12,Anhui,2019,6873032,689.85,47413611.252,37113.98,1793674,9212,8317,17529,1745,5841,7586,82524.0,73922226,12222085,3779505,4384,18860.38,399.5059,28.21,143.17,102.72,22.55,138.8004,46.81,3.7229,4544.3359,4548.0588,60561,28.7,148280,45221.02,22.66,30777.9599,13870,581
12,Anhui,2020,7870404,689.76,54286898.6304,38680.63,1830542,7066,2404,9470,2661,9609,12270,119696.0,74735900,12618600,3699800,3243,19824.26,456.0531,30.72,148.11,102.3,25.24,132.371,22.77,3.22,4692.4431,4695.6631,62411,30.67,104672,44357.1,26.01,28433.4266,14697.9,569.67
12,Anhui,2021,10709546.8,645.15,69092641.1802,42959.2,1930000,4510,2641,7151,2164,8390,10554,153475.0,75910500,13156600,4160900,3215,21985.3903,448.4958,33.46,166.8427,112.92,28.36,136.4155,22.71,2.57,4895.7502,4898.3202,69676,32.68,105678,43876,19.23,30522.839,15342.63,564.84
13,Fujian,2004,4752701,827.68,39337155.6368,5763.35,222120,61,169,230,22,111,133,4758.0,5166787,1008963,43837,1886,2324.94,25.5655,1.7485,15.9994,2.29,1.2105,0,2.7668,2.5236,507.6473,510.1709,16248.27,29.8,310000,115228,27.2,1892.92,4625,377.7
13,Fujian,2005,5441119,819.17,44572014.5123,6554.69,260775,120,184,304,26,140,166,5147.0,5930663,1115121,46787,1923,2527.47,27.6434,2.1436,18.5544,2.94,1.2662,14.3514,3.2003,3.19755,600.1184,603.31595,18107.45,30.74,439000,130939,31.1,2316.7199,6142,400.1
13,Fujian,2006,6265963,797.18,49951003.8434,7583.85,322047,148,195,343,46,181,227,6412.0,7286973,1362444,52315,1958,2974.67,33.3545,3.1764,23.1489,5.6743,1.4918,17.5745,3.8836,3.78043,727.2063,730.98673,20914.51,26.39,446000,127583,28.5,2981.8202,6828,427.4288
13,Fujian,2007,7444738,760.4,56609787.752,9248.53,406058,240,292,532,34,240,274,7761.0,9106446,1836550,212670,1999,3697.6,39.354,4.3128,28.9389,8.8823,1.9167,22.7703,6.5264,4.24895,910.003,914.25195,25915.3,27.9,427000,136408,26.8,4287.75,7587,450.5
13,Fujian,2008,8482107,694.51,58909081.3257,10823.01,567171,340,481,821,56,324,380,7937.0,11377159,2332923,256281,2033,4249.59,42.2036,5.4626,33.4975,29.0413,4.1571,23.6275,10.0443,3.94662,1095.1111,1099.05772,30152.53,28.16,409305,139997,24.6,5207.6803,8254,458.7
13,Fujian,2009,7964959,683.1,54408634.929,12236.53,573747,502,738,1240,100,502,602,11282.0,14118238,2775527,278903,2069,5048.49,88.3968,5.8749,35.0177,23.7081,4.9469,27.9292,16.8367,3.67366935,1248.5608,1252.23446935,33998.88,29.86,399192,142747,22.8,6231.1999,8916,473.9605
13,Fujian,2010,10878329,676.95,73640848.1655,14737.12,580279,556,1024,1580,141,919,1060,18063.0,16950906,3277681,323057,2114,5850.62,127.0631,6.455,43.1149,26.3343,5.9863,42.6721,18.105,3.5400874,1569.4645,1573.0045874,40773.23,24.16,391000,124168,24,8199.1197,9809,507.1
13,Fujian,2011,14352243,645.88,92698267.0884,17560.18,620111,660,1224,1884,248,1285,1533,21857.0,21981800,4067300,404800,2181,6878.74,128.9041,8.09,74.53,29.64,7.15,49.6541,24.62,3.79847,1957.9023,1961.70077,47927.51,28.62,370269,177186,20.9852,9910.8898,10653,596.3333
13,Fujian,2012,15593796,631.25,98435837.25,19701.78,633774,842,1558,2400,366,1201,1567,30497.0,26075020,5623008,484695,2202,7737.13,137.8474,9.33,85.94,21.69,10.5,54.1435,30.9,3.4095,2327.8402,2331.2497,52959.29,26.48,352389,106319,23.3989,12439.9403,11185,637.8556
13,Fujian,2013,16932090,619.32,104863819.788,21868.49,667896,1103,1657,2760,419,1916,2335,37511.0,30688006,5749113,606228,2210,8508.03,142.3841,9.12,92.16,45.01,12.51,63.0735,28.57,3.3691,2666.906,2670.2751,58254.83,29.33,342040,104658,24.0583,15327.4403,11190,644.0257
13,Fujian,2014,17740784,614.28,108978087.9552,24055.76,711499,1301,1858,3159,404,1859,2263,37857.0,33066986,6345984,673956,2219,9525.6,195.8583,11.96,101.3,38.34,14.78,65.1596,33.67,3.2094,2957.503,2960.7124,63708.99,28.8,337632,102052,34.9196,18177.8602,12110,654.6
13,Fujian,2015,16884593,622.84,105163999.0412,25979.82,768339,2007,3620,5627,574,3017,3591,61621.0,40015800,7575100,766000,2255,10796.9,280.522,11.45,108.6,37.59,16.47,57.2187,28.13,3.8067,2978.2961,2982.1028,67649.04,29.25,317063,90741,32.1763,21301.3771,11863,663.079
13,Fujian,2016,15682619,664.23,104168660.1837,28810.58,819465,3205,5628,8833,861,4627,5488,67142.0,42754000,7891100,802800,2248,12353.89,210.3267,9.25,112.04,36.13,17.59,54.28,16.43,4.388,2896.9018,2901.2898,74023.58,27.2,167900,68872.15,21.89,23237.3501,12036,668.8257
13,Fujian,2017,17102004,675.18,115469310.6072,32182.09,857672,4154,6456,10610,1041,4056,5097,68304.0,46841517,8422065,994414,2236,14612.67,190.2173,9.89,112.28,44.41,19.38,70.2942,15.96,4.4431,3159.8943,3164.3374,83758.05,25.77,111637,69860.45,14.8,26416.2785,12555,672.4839
13,Fujian,2018,18740729,661.74,124014900.0846,35804.04,445477,5439,7770,13209,1218,7488,8706,102622.0,48326930,9250606,1152537,2222,16191.86,166.3384,12.22,125.68,44.53,22.09,77.7667,15.3,2.3433,3442.9324,3445.2757,94718.5,26.3,100000,147005.37,15.47,29416.2768,13131,705.3568
13,Fujian,2019,19311115,689.85,133217726.8275,42395,460953,4544,9253,13797,1200,6268,7468,98955.0,50779329,9685449,1334065,2210,19217.03,228.1414,9.17,123.9,34.87,24.35,78.173,15.03,3.1889,3466.8211,3470.01,102721.95,26.56,88363,108336.7463,17.3867,26410.6251,13718,639.6
13,Fujian,2020,20358082,689.76,140421906.4032,43903.89,502347,3471,3209,6680,1520,11316,12836,145928.0,52161000,10315700,1494400,2206,20842.78,289.9444,7.26,122.31,31.6,26.3,78.5793,12.42,3.14,3490.7098,3493.8498,105106.17,27.17,76726,98744.3333,19.3033,23017.9256,13905.19,573.84
13,Fujian,2021,28550345.1,645.15,184192551.41265,48810.36,534007.5,2144,1924,4068,1095,6340,7435,153814.0,52109300,10838500,1520000,2197,23046.2963,270.4119,9.86,106.895,36.83,27.98,70.4801,11.13,2.94,3915.0967,3918.0367,118750,29.02,65332,97583.8392,17.32,24463.3486,15157,565.29
14,Jiangxi,2004,352794.8,827.68,2920012.00064,3456.7,205238,44,55,99,8,36,44,1169.0,4540598,737127,19979,2214,1188.5,26.1504,1.6468,10.2861,1.9208,0.5612,0,0.7313,1.5876,276.2507,277.8383,7960,21.7,469000,54949,56.3,1713.2,3814,271.4
14,Jiangxi,2005,406460.6,819.17,3329603.29702,4056.76,242258,54,84,138,8,55,63,1361.0,5639525,879253,22053,2276.7,1411.92,28.3631,2.2884,11.2715,2.3083,0.6847,7.7558,4.8703,1.97858,337.9178,339.89638,9172,21.9,555000,53972,58,2176.6,4286,275.6
14,Jiangxi,2006,619486.3,797.18,4938420.88634,4820.53,280657,63,103,166,14,84,98,1536.0,6964361,1037596,26554,2321.1,1563.65,34.0302,3.4562,13.4563,2.9043,0.7814,10.4548,3.7454,2.41135,419.0942,421.50555,10859,20.68,570000,64074,56,2683.5701,4660,282.7549
14,Jiangxi,2007,944854.1,760.4,7184670.5764,5800.25,310358,100,109,209,15,102,117,2069.0,9050582,1738076,87373,2369.6,1753.56,37.2514,5.3694,17.0098,4.4021,0.8767,13.6635,5.0805,3.83464,558.7885,562.62314,13270,23.79,553000,71410,50.9,3301.94,5053,286.8
14,Jiangxi,2008,1361793,694.51,9457788.5643,6971.05,360368,120,168,288,20,133,153,2295.0,12100730,2068578,111406,2404.5,2005.07,40.6243,8.8994,19.9612,12.2809,1.6458,14.9277,11.7996,4.09639,677.6572,681.75359,15816,24.48,511173,68681,45.7,4745.4299,5383,289.2
14,Jiangxi,2009,1277878,683.1,8729184.618,7655.18,402354,166,239,405,42,177,219,2915.0,15623742,2519286,134021,2445.2,2637.07,73.4067,10.867,23.417,12.4491,3.1336,21.0958,22.916,5.9528275,827.1825,833.1353275,17277,25.82,490200,67192,40.2,6643.1399,5813,289.6259
14,Jiangxi,2010,2161918,676.95,14635103.901,9451.26,510084,211,292,503,43,272,315,4349.0,19232633,2974961,182628,2388,3121.4,93.7791,12.9069,30.7547,15.6654,4.1498,32.5462,35.7445,4.90759,1120.6856,1125.59319,21099.01,22.07,471000,72526,36.3,8772.2708,6355,297.4
14,Jiangxi,2011,3146881,645.88,20325075.0028,11702.82,605881,299,364,663,70,369,439,5550.0,25346000,4744300,213200,2378,3921.2,103.8942,18.66,41.8,18.28,5.61,38.291,47.2,6.37663,1425.0629,1431.43953,25927.75,24.52,568058,71196,35.9085,9087.5995,6928,344.3984
14,Jiangxi,2012,3341383,631.25,21092480.1875,12948.88,682431,317,537,854,123,383,506,7985.0,30192244,6220594,274969,2364,4486.06,122.8947,29.72,47.99,25.17,6.9,43.2387,71.76,8.4307,1748.6641,1757.0948,28623.73,33.64,551502,67871,32.183,10774.1599,7233,385.7934
14,Jiangxi,2013,3674663,619.32,22757922.8916,14410.19,755096,367,467,834,130,607,737,9970.0,34703013,6645302,463220,2362,5030.63,125.678,34.7,57.6,31.95,8.48,54.2859,69.82,8.408,1999.8791,2008.2871,31952.12,23.53,543497,68230,32.4694,12850.2532,7583,445.0069
14,Jiangxi,2014,4273082,614.28,26248688.1096,15714.63,845074,539,889,1428,132,697,829,13831.0,38827011,7117164,583726,2348,5782.98,148.64,46.75,66.26,40.62,9.71,62.5035,76.83,8.5803,2282.996,2291.5763,34988.34,21.86,517408,64856,42.8759,15079.2614,8055,465.3
14,Jiangxi,2015,4239960,622.84,26408166.864,16723.78,947321,745,1443,2188,142,1180,1322,24161.0,44125500,7932700,747900,2338,6539.23,190.3306,47.97,70.86,44.12,11.78,62.8754,86.3,8.3618,2485.157,2493.5188,37436.45,23.34,515661,76412,44.6013,17388.1278,8423,480.4947
14,Jiangxi,2016,4002841,664.23,26588070.7743,18499,1044056,1171,2204,3375,266,1716,1982,31472.0,46174000,8488800,831200,2332,7764.93,207.0437,56.62,76.86,46.26,13.23,64.0043,86.04,7.7582,2592.0391,2599.7973,40949.98,21.85,262700,85527,30.13,19694.2097,8730,471.472
14,Jiangxi,2017,4433898,675.18,29936792.5164,20006.31,1146373,1744,3284,5028,285,1903,2188,33029.0,51114673,9405702,1200857,2317,8543.07,207.1625,59.64,89.34,55.48,13.93,86.3088,78.01,8.4375,2880.7337,2889.1712,44877.94,22.04,200800,41206.56,25.72,22085.3375,8972,463.5409
14,Jiangxi,2018,4818758,661.74,31887649.1892,21984.78,1257166,2092,3757,5849,377,3438,3815,52819.0,56675207,10544090,1470936,2295,9857.24,240.3038,44.88,104.11,48.93,16.23,99.1844,44.12,2.3641,3279.1029,3281.467,50346.88,21.61,151503,39556.67,20.98,24470.5563,9286,435.7431
14,Jiangxi,2019,5088978,689.85,35106314.733,24757.5,1357905,2201,4718,6919,410,3640,4050,59140.0,63868022,11485039,1829194,2278,11760.11,260.0636,30.5,109.14,50.65,18.41,94.665,36.58,3.2396,3444.428,3447.6676,54640.14,23.31,102206,40381.615,25.61,22554.9925,9665,451.7
14,Jiangxi,2020,5802584,689.76,40023903.3984,25691.5,1460221,1902,1303,3205,711,5270,5981,80239.0,66740800,12235900,1957400,2264,12365.08,279.8234,27.41,110.91,41.19,20.98,90.1456,28.49,3.51,3609.7531,3613.2631,57068.79,25.1,52909,39558.74,30.24,20252.7003,9808.6,467.65
14,Jiangxi,2021,7707760.5,645.15,49726616.86575,29619.7,1578000,1259,1222,2481,598,4174,4772,97372.0,67788700,12491000,2109500,2242,14102.1733,264.8594,24.42,136.3894,44.83,24.11,94.454,21.12,3.26,3827.9082,3831.1682,66020,26.75,47520,38273,27.3289,23781.014,10517.78,471.89
